,SPECIES,SPECIES_NAME,GROUP,MAJOR_ORDER
4904,Althaea officinalis,Althaea officinalis,VascPlants,FRESHWATER_SPECIES
4905,Ammophila arenaria,Ammophila arenaria,VascPlants,VASCULAR_PLANTS
4906,Anacamptis morio,Anacamptis morio,VascPlants,VASCULAR_PLANTS
4907,Anacamptis pyramidalis,Anacamptis pyramidalis,VascPlants,VASCULAR_PLANTS
4908,Anagallis arvensis,Anagallis arvensis,VascPlants,VASCULAR_PLANTS
4909,Anagallis tenella,Anagallis tenella,VascPlants,VASCULAR_PLANTS
4910,Anchusa arvensis,Anchusa arvensis,VascPlants,VASCULAR_PLANTS
4911,Andromeda polifolia,Andromeda polifolia,VascPlants,VASCULAR_PLANTS
4912,Anemone nemorosa,Anemone nemorosa,VascPlants,VASCULAR_PLANTS
4913,Angelica sylvestris,Angelica sylvestris,VascPlants,VASCULAR_PLANTS
4914,Anisantha sterilis,Anisantha sterilis,VascPlants,VASCULAR_PLANTS
4915,Antennaria dioica,Antennaria dioica,VascPlants,VASCULAR_PLANTS
4916,Anthemis arvensis,Anthemis arvensis,VascPlants,VASCULAR_PLANTS
4917,Anthoxanthum odoratum,Anthoxanthum odoratum,VascPlants,VASCULAR_PLANTS
4918,Anthriscus caucalis,Anthriscus caucalis,VascPlants,VASCULAR_PLANTS
4919,Anthriscus sylvestris,Anthriscus sylvestris,VascPlants,VASCULAR_PLANTS
4920,Anthyllis vulneraria,Anthyllis vulneraria,VascPlants,VASCULAR_PLANTS
4921,Aphanes arvensis agg.,Aphanes arvensis agg.,VascPlants,VASCULAR_PLANTS
4922,Apium graveolens,Apium graveolens,VascPlants,FRESHWATER_SPECIES
4923,Apium inundatum,Apium inundatum,VascPlants,FRESHWATER_SPECIES
4924,Apium nodiflorum,Apium nodiflorum,VascPlants,FRESHWATER_SPECIES
4925,Aquilegia vulgaris,Aquilegia vulgaris,VascPlants,VASCULAR_PLANTS
4926,Arabidopsis petraea,Arabidopsis petraea,VascPlants,VASCULAR_PLANTS
4927,Arabidopsis thaliana,Arabidopsis thaliana,VascPlants,VASCULAR_PLANTS
4928,Arabis hirsuta,Arabis hirsuta,VascPlants,VASCULAR_PLANTS
4929,Arbutus unedo,Arbutus unedo,VascPlants,VASCULAR_PLANTS
4930,Arctium lappa,Arctium lappa,VascPlants,VASCULAR_PLANTS
4931,Arctium minus,Arctium minus,VascPlants,VASCULAR_PLANTS
4932,Arctostaphylos alpinus,Arctostaphylos alpinus,VascPlants,VASCULAR_PLANTS
4933,Arctostaphylos uva-ursi,Arctostaphylos uva-ursi,VascPlants,VASCULAR_PLANTS
4934,Arenaria norvegica,Arenaria norvegica,VascPlants,VASCULAR_PLANTS
4935,Arenaria serpyllifolia,Arenaria serpyllifolia,VascPlants,VASCULAR_PLANTS
4936,Armeria maritima,Armeria maritima,VascPlants,VASCULAR_PLANTS
4937,Arrhenatherum elatius,Arrhenatherum elatius,VascPlants,VASCULAR_PLANTS
4938,Artemisia maritima,Artemisia maritima,VascPlants,VASCULAR_PLANTS
4939,Arum italicum,Arum italicum,VascPlants,VASCULAR_PLANTS
4940,Arum maculatum,Arum maculatum,VascPlants,VASCULAR_PLANTS
4941,Asparagus officinalis s.l.,Asparagus officinalis s.l.,VascPlants,VASCULAR_PLANTS
4942,Asperula cynanchica,Asperula cynanchica,VascPlants,VASCULAR_PLANTS
4943,Asplenium adiantum-nigrum s.l.,Asplenium adiantum-nigrum s.l.,VascPlants,VASCULAR_PLANTS
4944,Asplenium ceterach,Asplenium ceterach,VascPlants,VASCULAR_PLANTS
4945,Asplenium marinum,Asplenium marinum,VascPlants,VASCULAR_PLANTS
4946,Asplenium obovatum,Asplenium obovatum,VascPlants,VASCULAR_PLANTS
4947,Asplenium ruta-muraria,Asplenium ruta-muraria,VascPlants,VASCULAR_PLANTS
4948,Asplenium scolopendrium,Asplenium scolopendrium,VascPlants,VASCULAR_PLANTS
4949,Asplenium septentrionale,Asplenium septentrionale,VascPlants,VASCULAR_PLANTS
4950,Asplenium trichomanes,Asplenium trichomanes,VascPlants,VASCULAR_PLANTS
4951,Asplenium viride,Asplenium viride,VascPlants,VASCULAR_PLANTS
4952,Aster linosyris,Aster linosyris,VascPlants,VASCULAR_PLANTS
4953,Aster tripolium,Aster tripolium,VascPlants,VASCULAR_PLANTS
4954,Astragalus alpinus,Astragalus alpinus,VascPlants,VASCULAR_PLANTS
4955,Astragalus danicus,Astragalus danicus,VascPlants,VASCULAR_PLANTS
4956,Astragalus glycyphyllos,Astragalus glycyphyllos,VascPlants,VASCULAR_PLANTS
4957,Athyrium distentifolium,Athyrium distentifolium,VascPlants,VASCULAR_PLANTS
4958,Athyrium filix-femina,Athyrium filix-femina,VascPlants,VASCULAR_PLANTS
4959,Atriplex glabriuscula,Atriplex glabriuscula,VascPlants,VASCULAR_PLANTS
4960,Atriplex laciniata,Atriplex laciniata,VascPlants,VASCULAR_PLANTS
4961,Atriplex littoralis,Atriplex littoralis,VascPlants,VASCULAR_PLANTS
4962,Atriplex longipes,Atriplex longipes,VascPlants,VASCULAR_PLANTS
4963,Atriplex patula,Atriplex patula,VascPlants,VASCULAR_PLANTS
4964,Atriplex portulacoides,Atriplex portulacoides,VascPlants,VASCULAR_PLANTS
4965,Atriplex praecox,Atriplex praecox,VascPlants,VASCULAR_PLANTS
4966,Atriplex prostrata s.s.,Atriplex prostrata s.s.,VascPlants,VASCULAR_PLANTS
4967,Atropa belladonna,Atropa belladonna,VascPlants,VASCULAR_PLANTS
4968,Avena fatua,Avena fatua,VascPlants,VASCULAR_PLANTS
4969,Avenula pratensis,Avenula pratensis,VascPlants,VASCULAR_PLANTS
4970,Avenula pubescens,Avenula pubescens,VascPlants,VASCULAR_PLANTS
4971,Baldellia ranunculoides,Baldellia ranunculoides,VascPlants,FRESHWATER_SPECIES
4972,Barbarea vulgaris,Barbarea vulgaris,VascPlants,FRESHWATER_SPECIES
4973,Bartsia alpina,Bartsia alpina,VascPlants,VASCULAR_PLANTS
4974,Bellis perennis,Bellis perennis,VascPlants,VASCULAR_PLANTS
4975,Berberis vulgaris,Berberis vulgaris,VascPlants,VASCULAR_PLANTS
4976,Berula erecta,Berula erecta,VascPlants,VASCULAR_PLANTS
4977,Beta vulgaris,Beta vulgaris,VascPlants,VASCULAR_PLANTS
4978,Betonica officinalis,Betonica officinalis,VascPlants,VASCULAR_PLANTS
4979,Betula nana,Betula nana,VascPlants,VASCULAR_PLANTS
4980,Betula pendula,Betula pendula,VascPlants,VASCULAR_PLANTS
4981,Betula pubescens,Betula pubescens,VascPlants,VASCULAR_PLANTS
4982,Bidens cernua,Bidens cernua,VascPlants,FRESHWATER_SPECIES
4983,Bidens tripartita,Bidens tripartita,VascPlants,FRESHWATER_SPECIES
4984,Blackstonia perfoliata,Blackstonia perfoliata,VascPlants,VASCULAR_PLANTS
4985,Blechnum spicant,Blechnum spicant,VascPlants,VASCULAR_PLANTS
4986,Blysmus compressus,Blysmus compressus,VascPlants,VASCULAR_PLANTS
4987,Blysmus rufus,Blysmus rufus,VascPlants,VASCULAR_PLANTS
4988,Bolboschoenus maritimus,Bolboschoenus maritimus,VascPlants,VASCULAR_PLANTS
4989,Botrychium lunaria,Botrychium lunaria,VascPlants,VASCULAR_PLANTS
4990,Brachypodium pinnatum s.l.,Brachypodium pinnatum s.l.,VascPlants,VASCULAR_PLANTS
4991,Brachypodium sylvaticum,Brachypodium sylvaticum,VascPlants,VASCULAR_PLANTS
4992,Brassica nigra,Brassica nigra,VascPlants,VASCULAR_PLANTS
4993,Brassica oleracea,Brassica oleracea,VascPlants,VASCULAR_PLANTS
4994,Brassica rapa,Brassica rapa,VascPlants,VASCULAR_PLANTS
4995,Briza media,Briza media,VascPlants,VASCULAR_PLANTS
4996,Bromopsis benekenii,Bromopsis benekenii,VascPlants,VASCULAR_PLANTS
4997,Bromopsis erecta,Bromopsis erecta,VascPlants,VASCULAR_PLANTS
4998,Bromopsis ramosa,Bromopsis ramosa,VascPlants,VASCULAR_PLANTS
4999,Bromus commutatus,Bromus commutatus,VascPlants,VASCULAR_PLANTS
5000,Bromus hordeaceus,Bromus hordeaceus,VascPlants,VASCULAR_PLANTS
5001,Bromus racemosus,Bromus racemosus,VascPlants,VASCULAR_PLANTS
5002,Bromus secalinus,Bromus secalinus,VascPlants,VASCULAR_PLANTS
5003,Bryonia dioica,Bryonia dioica,VascPlants,VASCULAR_PLANTS
5004,Bunium bulbocastanum,Bunium bulbocastanum,VascPlants,VASCULAR_PLANTS
5005,Bupleurum tenuissimum,Bupleurum tenuissimum,VascPlants,VASCULAR_PLANTS
5006,Butomus umbellatus,Butomus umbellatus,VascPlants,FRESHWATER_SPECIES
5007,Buxus sempervirens,Buxus sempervirens,VascPlants,VASCULAR_PLANTS
5008,Cakile maritima,Cakile maritima,VascPlants,VASCULAR_PLANTS
5009,Calamagrostis canescens,Calamagrostis canescens,VascPlants,VASCULAR_PLANTS
5010,Calamagrostis epigejos,Calamagrostis epigejos,VascPlants,VASCULAR_PLANTS
5011,Calamagrostis stricta,Calamagrostis stricta,VascPlants,VASCULAR_PLANTS
5012,Callitriche brutia,Callitriche brutia,VascPlants,FRESHWATER_SPECIES
5013,Callitriche hermaphroditica,Callitriche hermaphroditica,VascPlants,FRESHWATER_SPECIES
5014,Callitriche obtusangula,Callitriche obtusangula,VascPlants,FRESHWATER_SPECIES
5015,Callitriche stagnalis s.l.,Callitriche stagnalis s.l.,VascPlants,VASCULAR_PLANTS
5016,Callitriche truncata,Callitriche truncata,VascPlants,FRESHWATER_SPECIES
5017,Calluna vulgaris,Calluna vulgaris,VascPlants,VASCULAR_PLANTS
5018,Caltha palustris,Caltha palustris,VascPlants,VASCULAR_PLANTS
5019,Calystegia sepium,Calystegia sepium,VascPlants,FRESHWATER_SPECIES
5020,Calystegia soldanella,Calystegia soldanella,VascPlants,VASCULAR_PLANTS
5021,Camelina sativa,Camelina sativa,VascPlants,VASCULAR_PLANTS
5022,Campanula glomerata,Campanula glomerata,VascPlants,VASCULAR_PLANTS
5023,Campanula latifolia,Campanula latifolia,VascPlants,VASCULAR_PLANTS
5024,Campanula patula,Campanula patula,VascPlants,VASCULAR_PLANTS
5025,Campanula rotundifolia,Campanula rotundifolia,VascPlants,VASCULAR_PLANTS
5026,Campanula trachelium,Campanula trachelium,VascPlants,VASCULAR_PLANTS
5027,Cardamine amara,Cardamine amara,VascPlants,FRESHWATER_SPECIES
5028,Cardamine bulbifera,Cardamine bulbifera,VascPlants,VASCULAR_PLANTS
5029,Cardamine flexuosa,Cardamine flexuosa,VascPlants,VASCULAR_PLANTS
5030,Cardamine hirsuta,Cardamine hirsuta,VascPlants,VASCULAR_PLANTS
5031,Cardamine impatiens,Cardamine impatiens,VascPlants,VASCULAR_PLANTS
5032,Cardamine pratensis,Cardamine pratensis,VascPlants,VASCULAR_PLANTS
5033,Carduus crispus,Carduus crispus,VascPlants,VASCULAR_PLANTS
5034,Carduus nutans,Carduus nutans,VascPlants,VASCULAR_PLANTS
5035,Carduus tenuiflorus,Carduus tenuiflorus,VascPlants,VASCULAR_PLANTS
5036,Carex acuta,Carex acuta,VascPlants,VASCULAR_PLANTS
5037,Carex acutiformis,Carex acutiformis,VascPlants,VASCULAR_PLANTS
5038,Carex appropinquata,Carex appropinquata,VascPlants,VASCULAR_PLANTS
5039,Carex aquatilis,Carex aquatilis,VascPlants,FRESHWATER_SPECIES
5040,Carex arenaria,Carex arenaria,VascPlants,VASCULAR_PLANTS
5041,Carex atrata,Carex atrata,VascPlants,VASCULAR_PLANTS
5042,Carex bigelowii,Carex bigelowii,VascPlants,VASCULAR_PLANTS
5043,Carex binervis,Carex binervis,VascPlants,VASCULAR_PLANTS
5044,Carex canescens,Carex canescens,VascPlants,VASCULAR_PLANTS
5045,Carex capillaris,Carex capillaris,VascPlants,VASCULAR_PLANTS
5046,Carex caryophyllea,Carex caryophyllea,VascPlants,VASCULAR_PLANTS
5047,Carex demissa,Carex demissa,VascPlants,VASCULAR_PLANTS
5048,Carex depauperata,Carex depauperata,VascPlants,VASCULAR_PLANTS
5049,Carex diandra,Carex diandra,VascPlants,VASCULAR_PLANTS
5050,Carex digitata,Carex digitata,VascPlants,VASCULAR_PLANTS
5051,Carex dioica,Carex dioica,VascPlants,VASCULAR_PLANTS
5052,Carex distans,Carex distans,VascPlants,VASCULAR_PLANTS
5053,Carex disticha,Carex disticha,VascPlants,VASCULAR_PLANTS
5054,Carex divisa,Carex divisa,VascPlants,VASCULAR_PLANTS
5055,Carex divulsa,Carex divulsa,VascPlants,VASCULAR_PLANTS
5056,Carex echinata,Carex echinata,VascPlants,FRESHWATER_SPECIES
5057,Carex elata,Carex elata,VascPlants,VASCULAR_PLANTS
5058,Carex elongata,Carex elongata,VascPlants,VASCULAR_PLANTS
5059,Carex ericetorum,Carex ericetorum,VascPlants,VASCULAR_PLANTS
5060,Carex extensa,Carex extensa,VascPlants,VASCULAR_PLANTS
5061,Carex filiformis,Carex filiformis,VascPlants,VASCULAR_PLANTS
5062,Carex flacca,Carex flacca,VascPlants,VASCULAR_PLANTS
5063,Carex hirta,Carex hirta,VascPlants,VASCULAR_PLANTS
5064,Carex hostiana,Carex hostiana,VascPlants,VASCULAR_PLANTS
5065,Carex humilis,Carex humilis,VascPlants,VASCULAR_PLANTS
5066,Carex laevigata,Carex laevigata,VascPlants,VASCULAR_PLANTS
5067,Carex lasiocarpa,Carex lasiocarpa,VascPlants,VASCULAR_PLANTS
5068,Carex lepidocarpa,Carex lepidocarpa,VascPlants,VASCULAR_PLANTS
5069,Carex leporina,Carex leporina,VascPlants,VASCULAR_PLANTS
5070,Carex limosa,Carex limosa,VascPlants,VASCULAR_PLANTS
5071,Carex magellanica,Carex magellanica,VascPlants,VASCULAR_PLANTS
5072,Carex maritima,Carex maritima,VascPlants,VASCULAR_PLANTS
5073,Carex montana,Carex montana,VascPlants,VASCULAR_PLANTS
5074,Carex muricata,Carex muricata,VascPlants,VASCULAR_PLANTS
5075,Carex muricata subsp. muricata,Carex muricata subsp. muricata,VascPlants,VASCULAR_PLANTS
5076,Carex nigra,Carex nigra,VascPlants,VASCULAR_PLANTS
5077,Carex oederi,Carex oederi,VascPlants,VASCULAR_PLANTS
5078,Carex ornithopoda,Carex ornithopoda,VascPlants,VASCULAR_PLANTS
5079,Carex otrubae,Carex otrubae,VascPlants,VASCULAR_PLANTS
5080,Carex pallescens,Carex pallescens,VascPlants,VASCULAR_PLANTS
5081,Carex panicea,Carex panicea,VascPlants,VASCULAR_PLANTS
5082,Carex paniculata,Carex paniculata,VascPlants,VASCULAR_PLANTS
5083,Carex pauciflora,Carex pauciflora,VascPlants,VASCULAR_PLANTS
5084,Carex pendula,Carex pendula,VascPlants,FRESHWATER_SPECIES
5085,Carex pilulifera,Carex pilulifera,VascPlants,VASCULAR_PLANTS
5086,Carex pseudocyperus,Carex pseudocyperus,VascPlants,VASCULAR_PLANTS
5087,Carex pulicaris,Carex pulicaris,VascPlants,VASCULAR_PLANTS
5088,Carex punctata,Carex punctata,VascPlants,VASCULAR_PLANTS
5089,Carex rariflora,Carex rariflora,VascPlants,VASCULAR_PLANTS
5090,Carex recta,Carex recta,VascPlants,VASCULAR_PLANTS
5091,Carex remota,Carex remota,VascPlants,FRESHWATER_SPECIES
5092,Carex riparia,Carex riparia,VascPlants,FRESHWATER_SPECIES
5093,Carex rostrata,Carex rostrata,VascPlants,VASCULAR_PLANTS
5094,Carex rupestris,Carex rupestris,VascPlants,VASCULAR_PLANTS
5095,Carex saxatilis,Carex saxatilis,VascPlants,VASCULAR_PLANTS
5096,Carex spicata,Carex spicata,VascPlants,VASCULAR_PLANTS
5097,Carex strigosa,Carex strigosa,VascPlants,FRESHWATER_SPECIES
5098,Carex sylvatica,Carex sylvatica,VascPlants,VASCULAR_PLANTS
5099,Carex vaginata,Carex vaginata,VascPlants,VASCULAR_PLANTS
5100,Carex vesicaria,Carex vesicaria,VascPlants,VASCULAR_PLANTS
5101,Carex vulpina,Carex vulpina,VascPlants,FRESHWATER_SPECIES
5102,Carlina vulgaris,Carlina vulgaris,VascPlants,VASCULAR_PLANTS
5103,Carpinus betulus,Carpinus betulus,VascPlants,VASCULAR_PLANTS
5104,Carum verticillatum,Carum verticillatum,VascPlants,FRESHWATER_SPECIES
5105,Castanea sativa,Castanea sativa,VascPlants,VASCULAR_PLANTS
5106,Catabrosa aquatica,Catabrosa aquatica,VascPlants,FRESHWATER_SPECIES
5107,Catapodium marinum,Catapodium marinum,VascPlants,VASCULAR_PLANTS
5108,Catapodium rigidum,Catapodium rigidum,VascPlants,VASCULAR_PLANTS
5109,Centaurea cyanus,Centaurea cyanus,VascPlants,VASCULAR_PLANTS
5110,Centaurea nigra s.l.,Centaurea nigra s.l.,VascPlants,VASCULAR_PLANTS
5111,Centaurea scabiosa,Centaurea scabiosa,VascPlants,VASCULAR_PLANTS
5112,Centaurium erythraea,Centaurium erythraea,VascPlants,VASCULAR_PLANTS
5113,Centaurium littorale,Centaurium littorale,VascPlants,VASCULAR_PLANTS
5114,Centaurium pulchellum,Centaurium pulchellum,VascPlants,VASCULAR_PLANTS
5115,Centaurium scilloides,Centaurium scilloides,VascPlants,VASCULAR_PLANTS
5116,Centunculus minimus,Centunculus minimus,VascPlants,VASCULAR_PLANTS
5117,Cephalanthera damasonium,Cephalanthera damasonium,VascPlants,VASCULAR_PLANTS
5118,Cephalanthera longifolia,Cephalanthera longifolia,VascPlants,VASCULAR_PLANTS
5119,Cerastium alpinum,Cerastium alpinum,VascPlants,VASCULAR_PLANTS
5120,Cerastium arvense,Cerastium arvense,VascPlants,VASCULAR_PLANTS
5121,Cerastium cerastoides,Cerastium cerastoides,VascPlants,VASCULAR_PLANTS
5122,Cerastium diffusum,Cerastium diffusum,VascPlants,VASCULAR_PLANTS
5123,Cerastium fontanum,Cerastium fontanum,VascPlants,VASCULAR_PLANTS
5124,Cerastium glomeratum,Cerastium glomeratum,VascPlants,VASCULAR_PLANTS
5125,Cerastium nigrescens,Cerastium nigrescens,VascPlants,VASCULAR_PLANTS
5126,Cerastium pumilum,Cerastium pumilum,VascPlants,VASCULAR_PLANTS
5127,Cerastium semidecandrum,Cerastium semidecandrum,VascPlants,VASCULAR_PLANTS
5128,Ceratocapnos claviculata,Ceratocapnos claviculata,VascPlants,VASCULAR_PLANTS
5129,Ceratophyllum demersum,Ceratophyllum demersum,VascPlants,FRESHWATER_SPECIES
5130,Ceratophyllum submersum,Ceratophyllum submersum,VascPlants,FRESHWATER_SPECIES
5131,Chaenorhinum minus,Chaenorhinum minus,VascPlants,VASCULAR_PLANTS
5132,Chaerophyllum temulum,Chaerophyllum temulum,VascPlants,VASCULAR_PLANTS
5133,Chamaemelum nobile,Chamaemelum nobile,VascPlants,VASCULAR_PLANTS
5134,Chamerion angustifolium,Chamerion angustifolium,VascPlants,VASCULAR_PLANTS
5135,Chelidonium majus,Chelidonium majus,VascPlants,VASCULAR_PLANTS
5136,Chenopodium album MOHagg,Chenopodium album MOHagg,VascPlants,VASCULAR_PLANTS
5137,Chenopodium chenopodioides,Chenopodium chenopodioides,VascPlants,VASCULAR_PLANTS
5138,Chenopodium ficifolium,Chenopodium ficifolium,VascPlants,VASCULAR_PLANTS
5139,Chenopodium hybridum,Chenopodium hybridum,VascPlants,VASCULAR_PLANTS
5140,Chenopodium rubrum,Chenopodium rubrum,VascPlants,VASCULAR_PLANTS
5141,Chrysosplenium alternifolium,Chrysosplenium alternifolium,VascPlants,FRESHWATER_SPECIES
5142,Chrysosplenium oppositifolium,Chrysosplenium oppositifolium,VascPlants,FRESHWATER_SPECIES
5143,Cicendia filiformis,Cicendia filiformis,VascPlants,VASCULAR_PLANTS
5144,Cichorium intybus,Cichorium intybus,VascPlants,VASCULAR_PLANTS
5145,Cicuta virosa,Cicuta virosa,VascPlants,FRESHWATER_SPECIES
5146,Circaea alpina,Circaea alpina,VascPlants,VASCULAR_PLANTS
5147,Circaea lutetiana,Circaea lutetiana,VascPlants,VASCULAR_PLANTS
5148,Cirsium acaule,Cirsium acaule,VascPlants,VASCULAR_PLANTS
5149,Cirsium arvense,Cirsium arvense,VascPlants,VASCULAR_PLANTS
5150,Cirsium dissectum,Cirsium dissectum,VascPlants,VASCULAR_PLANTS
5151,Cirsium eriophorum,Cirsium eriophorum,VascPlants,VASCULAR_PLANTS
5152,Cirsium heterophyllum,Cirsium heterophyllum,VascPlants,VASCULAR_PLANTS
5153,Cirsium palustre,Cirsium palustre,VascPlants,FRESHWATER_SPECIES
5154,Cirsium tuberosum,Cirsium tuberosum,VascPlants,VASCULAR_PLANTS
5155,Cirsium vulgare,Cirsium vulgare,VascPlants,VASCULAR_PLANTS
5156,Cladium mariscus,Cladium mariscus,VascPlants,VASCULAR_PLANTS
5157,Clematis vitalba,Clematis vitalba,VascPlants,VASCULAR_PLANTS
5158,Clinopodium acinos,Clinopodium acinos,VascPlants,VASCULAR_PLANTS
5159,Clinopodium ascendens,Clinopodium ascendens,VascPlants,VASCULAR_PLANTS
5160,Clinopodium calamintha,Clinopodium calamintha,VascPlants,VASCULAR_PLANTS
5161,Clinopodium vulgare,Clinopodium vulgare,VascPlants,VASCULAR_PLANTS
5162,Cochlearia anglica,Cochlearia anglica,VascPlants,VASCULAR_PLANTS
5163,Cochlearia danica,Cochlearia danica,VascPlants,VASCULAR_PLANTS
5164,Cochlearia officinalis agg.,Cochlearia officinalis agg.,VascPlants,VASCULAR_PLANTS
5165,Coeloglossum viride,Coeloglossum viride,VascPlants,VASCULAR_PLANTS
5166,Coincya monensis,Coincya monensis,VascPlants,VASCULAR_PLANTS
5167,Colchicum autumnale,Colchicum autumnale,VascPlants,VASCULAR_PLANTS
5168,Comarum palustre,Comarum palustre,VascPlants,VASCULAR_PLANTS
5169,Conopodium majus,Conopodium majus,VascPlants,VASCULAR_PLANTS
5170,Convallaria majalis,Convallaria majalis,VascPlants,VASCULAR_PLANTS
5171,Convolvulus arvensis,Convolvulus arvensis,VascPlants,VASCULAR_PLANTS
5172,Corallorhiza trifida,Corallorhiza trifida,VascPlants,VASCULAR_PLANTS
5173,Cornus sanguinea,Cornus sanguinea,VascPlants,VASCULAR_PLANTS
5174,Cornus suecica,Cornus suecica,VascPlants,VASCULAR_PLANTS
5175,Corylus avellana,Corylus avellana,VascPlants,VASCULAR_PLANTS
5176,Corynephorus canescens,Corynephorus canescens,VascPlants,VASCULAR_PLANTS
5177,Crambe maritima,Crambe maritima,VascPlants,VASCULAR_PLANTS
5178,Crassula tillaea,Crassula tillaea,VascPlants,VASCULAR_PLANTS
5179,Crataegus laevigata,Crataegus laevigata,VascPlants,VASCULAR_PLANTS
5180,Crataegus monogyna,Crataegus monogyna,VascPlants,VASCULAR_PLANTS
5181,Crepis biennis,Crepis biennis,VascPlants,VASCULAR_PLANTS
5182,Crepis capillaris,Crepis capillaris,VascPlants,VASCULAR_PLANTS
5183,Crepis mollis,Crepis mollis,VascPlants,VASCULAR_PLANTS
5184,Crepis paludosa,Crepis paludosa,VascPlants,VASCULAR_PLANTS
5185,Crithmum maritimum,Crithmum maritimum,VascPlants,VASCULAR_PLANTS
5186,Cruciata laevipes,Cruciata laevipes,VascPlants,VASCULAR_PLANTS
5187,Cryptogramma crispa,Cryptogramma crispa,VascPlants,VASCULAR_PLANTS
5188,Cuscuta epithymum,Cuscuta epithymum,VascPlants,VASCULAR_PLANTS
5189,Cuscuta europaea,Cuscuta europaea,VascPlants,FRESHWATER_SPECIES
5190,Cynoglossum germanicum,Cynoglossum germanicum,VascPlants,VASCULAR_PLANTS
5191,Cynoglossum officinale,Cynoglossum officinale,VascPlants,VASCULAR_PLANTS
5192,Cynosurus cristatus,Cynosurus cristatus,VascPlants,VASCULAR_PLANTS
5193,Cyperus fuscus,Cyperus fuscus,VascPlants,FRESHWATER_SPECIES
5194,Cyperus longus,Cyperus longus,VascPlants,FRESHWATER_SPECIES
5195,Cystopteris fragilis,Cystopteris fragilis,VascPlants,VASCULAR_PLANTS
5196,Cystopteris montana,Cystopteris montana,VascPlants,VASCULAR_PLANTS
5197,Cytisus scoparius,Cytisus scoparius,VascPlants,VASCULAR_PLANTS
5198,Dactylis glomerata,Dactylis glomerata,VascPlants,VASCULAR_PLANTS
5199,Dactylorhiza fuchsii,Dactylorhiza fuchsii,VascPlants,VASCULAR_PLANTS
5200,Dactylorhiza incarnata,Dactylorhiza incarnata,VascPlants,VASCULAR_PLANTS
5201,Dactylorhiza maculata,Dactylorhiza maculata,VascPlants,VASCULAR_PLANTS
5202,Dactylorhiza praetermissa,Dactylorhiza praetermissa,VascPlants,VASCULAR_PLANTS
5203,Dactylorhiza purpurella,Dactylorhiza purpurella,VascPlants,VASCULAR_PLANTS
5204,Dactylorhiza traunsteinerioides,Dactylorhiza traunsteinerioides,VascPlants,VASCULAR_PLANTS
5205,Danthonia decumbens,Danthonia decumbens,VascPlants,VASCULAR_PLANTS
5206,Daphne laureola,Daphne laureola,VascPlants,VASCULAR_PLANTS
5207,Daphne mezereum,Daphne mezereum,VascPlants,VASCULAR_PLANTS
5208,Daucus carota,Daucus carota,VascPlants,VASCULAR_PLANTS
5209,Deschampsia cespitosa,Deschampsia cespitosa,VascPlants,VASCULAR_PLANTS
5210,Deschampsia flexuosa,Deschampsia flexuosa,VascPlants,VASCULAR_PLANTS
5211,Deschampsia setacea,Deschampsia setacea,VascPlants,FRESHWATER_SPECIES
5212,Descurainia sophia,Descurainia sophia,VascPlants,VASCULAR_PLANTS
5213,Dianthus armeria,Dianthus armeria,VascPlants,VASCULAR_PLANTS
5214,Dianthus deltoides,Dianthus deltoides,VascPlants,VASCULAR_PLANTS
5215,Dianthus gratianopolitanus,Dianthus gratianopolitanus,VascPlants,VASCULAR_PLANTS
5216,Digitalis purpurea,Digitalis purpurea,VascPlants,VASCULAR_PLANTS
5217,Diphasiastrum alpinum,Diphasiastrum alpinum,VascPlants,VASCULAR_PLANTS
5218,Diplotaxis tenuifolia,Diplotaxis tenuifolia,VascPlants,VASCULAR_PLANTS
5219,Dipsacus fullonum s.l.,Dipsacus fullonum s.l.,VascPlants,VASCULAR_PLANTS
5220,Dipsacus pilosus,Dipsacus pilosus,VascPlants,VASCULAR_PLANTS
5221,Draba incana,Draba incana,VascPlants,VASCULAR_PLANTS
5222,Draba muralis,Draba muralis,VascPlants,VASCULAR_PLANTS
5223,Draba norvegica,Draba norvegica,VascPlants,VASCULAR_PLANTS
5224,Drosera anglica,Drosera anglica,VascPlants,VASCULAR_PLANTS
5225,Drosera intermedia,Drosera intermedia,VascPlants,FRESHWATER_SPECIES
5226,Drosera rotundifolia,Drosera rotundifolia,VascPlants,VASCULAR_PLANTS
5227,Dryas octopetala,Dryas octopetala,VascPlants,VASCULAR_PLANTS
5228,Dryopteris aemula,Dryopteris aemula,VascPlants,VASCULAR_PLANTS
5229,Dryopteris affinis,Dryopteris affinis,VascPlants,VASCULAR_PLANTS
5230,Dryopteris carthusiana,Dryopteris carthusiana,VascPlants,VASCULAR_PLANTS
5231,Dryopteris cristata,Dryopteris cristata,VascPlants,VASCULAR_PLANTS
5232,Dryopteris dilatata,Dryopteris dilatata,VascPlants,VASCULAR_PLANTS
5233,Dryopteris expansa,Dryopteris expansa,VascPlants,VASCULAR_PLANTS
5234,Dryopteris filix-mas agg.,Dryopteris filix-mas agg.,VascPlants,VASCULAR_PLANTS
5235,Dryopteris oreades,Dryopteris oreades,VascPlants,VASCULAR_PLANTS
5236,Dryopteris submontana,Dryopteris submontana,VascPlants,VASCULAR_PLANTS
5237,Echium plantagineum,Echium plantagineum,VascPlants,VASCULAR_PLANTS
5238,Echium vulgare,Echium vulgare,VascPlants,VASCULAR_PLANTS
